"","Control_3","Control_4","Control_7","Control_9","Control_13","FCDI_1","FCDI_2","FCDI_3","FCDI_4","FCDI_5","FCDII_1","FCDII_2","FCDII_3","FCDII_4","FCDII_5","FCDII_6","FCDII_12","FCDII_14","FCDII_15","FCDII_16","FCDII_17","FCDII_18","FCDIII_2","FCDIII_4","FCDIII_5","HME_1","HME_2","HME_3","HME_11","HME_12","HME_13","HME_14","TSC_1","TSC_2","TSC_5"
"UBQLN2",345163,87590.8,137925,141708,80891,71586.1,149909,144011,152702,139693,136037,112587,135081,102016,108661,161030,125094,73509.8,123753,100813,146465,99171.1,136667,160246,132268,65695.3,129079,70700.4,223313,87074.9,134789,214671,78375.1,257722,132481
"UBQLN4",163980,59115,NA,NA,NA,NA,NA,NA,NA,NA,NA,63826.1,84429.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63776.1,NA,57198.7,NA,94336.4,39677.4,NA,98466.3,NA
"UBR1",24310,39165,45873.7,42876.8,38415.7,46938,38444.2,37172,57904.9,50753.1,44169.4,40481.9,31530.5,45185.2,44900.5,36784.4,54014.9,38717.7,30403.2,36110.4,43550.4,32124.1,65348.5,23962.4,23879.5,24814.6,35103.1,37187.9,22957.2,34981.9,32686.2,56699.3,38322.5,30107.5,45048.7
"UBR2",NA,NA,7053.8,11235.5,10473.1,11046.3,NA,NA,NA,10317.3,NA,NA,NA,NA,6534.12,8038.78,NA,15025,NA,11300.2,NA,NA,9235.63,NA,NA,NA,NA,NA,NA,NA,21503.2,9714.24,12380.2,NA,9443.72
"UBR3",81657.1,114718,126178,89458.7,96339.8,110565,92291.9,121336,136664,110215,74788.3,126230,105169,118381,92005.8,104683,101114,87283.3,116712,116684,127957,78671.5,114587,66231.5,84612.1,61877.1,62251.3,130037,38696.9,87563.9,134740,127506,86383.1,55182.3,122926
"UBR4",293197,403803,368354,327945,433020,376072,406279,345997,460101,486562,356421,387586,368842,437772,231385,389251,425736,275839,415029,329320,460042,385430,425068,258552,323473,230788,419866,520811,313143,455625,508589,439357,282475,366843,402639
"UBR5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7022.56,6952.15,NA,NA,NA,NA,5276.84,5096.15,NA,NA,5196.88,NA,NA,NA,NA,NA,NA,NA,5785.8,NA,NA,NA,NA
"UBR7",11574.5,36431.4,25337.4,28126.8,21671.2,24591.7,27885.4,36352.3,30261.9,27007.7,21102.4,27640.8,20044.5,33067.3,27988.6,23364.8,17472.1,25215.3,19363.8,28492,24674.2,NA,15724,24935.8,18923.5,22810.4,27339.3,35796.8,22029.4,22397,23375.8,40264.5,27352.6,17816.3,32991.6
"UBTD2",34704,18999.1,20324.6,34884.4,NA,18042.4,36243,25550.9,27112.5,38194.7,25393.5,29380.7,26091.7,30824.6,29305.3,35994.1,20349,28813.6,21926,28368.8,21608.9,31873.7,24669.7,25150.3,NA,NA,NA,31364.6,54277.4,36620.6,28781.2,32539,33626.9,64193.6,35467.1
"UBTF",NA,NA,NA,13758.3,15141.1,19354.7,NA,15668.8,NA,NA,NA,NA,NA,18143.9,NA,25400.2,NA,NA,NA,NA,NA,NA,16936.2,58373.4,37478.8,NA,NA,NA,NA,NA,25958.8,44457.7,NA,NA,17173.8
"UBXN1",194293,72134,358643,491591,67760.9,380900,371247,333156,347069,377251,431149,403916,139490,316943,622295,363887,350397,511600,360453,340242,324934,447478,362717,513019,480699,494692,378633,46274.4,448815,395701,105535,130112,493987,388606,337267
"UBXN10",NA,NA,6149.37,11610.9,NA,7671.9,NA,5775.94,NA,NA,20391.5,NA,NA,NA,24470.1,10582.1,NA,NA,11163.1,10036.7,NA,NA,16783.8,6911.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBXN2A",41747.5,NA,NA,29433.9,33119.8,24734.1,29095.6,NA,17340.6,25848.3,17151.7,NA,12744.3,10695.9,NA,NA,26393.3,NA,10159.7,NA,NA,NA,16264.3,21738.3,10595,NA,NA,NA,NA,13636.3,14558.5,NA,NA,NA,10526.6
"UBXN2B",35791.6,36607.8,58975.1,92416.8,NA,61572.5,94843.1,87994.8,117082,108104,56087,77334,52565.5,105021,75664.3,105531,72170.4,48406.4,78229.1,92208.8,78662.9,85889.7,76103.9,116752,47117.1,57597.6,52590.3,NA,31140.7,93598.7,52697,89465.2,57701.2,42219.6,93157.6
"UBXN4",231848,236040,196901,166604,219065,192634,194370,218711,126873,171957,210042,204749,321751,169013,231216,178011,159743,286380,212268,201447,160836,246114,193574,131788,198172,256530,214186,218186,216734,162079,195541,116951,304119,252310,183219
"UBXN6",510471,695655,615383,774737,579026,622668,544895,481219,527635,520941,509962,712273,455630,444319,432367,587334,407322,548658,543061,459474,531161,460886,552000,844662,568127,779561,347605,376360,90760.9,359053,246102,375958,539318,321270,480548
"UBXN7",36774.8,86927.6,35051.7,60308.7,43863.3,33576.1,52539.2,34788.7,26462.5,37629,48073.6,45187.4,65441.3,38762.7,62991.7,36050.4,37907.9,46609.9,17587.9,43913.6,29763.6,17683.6,30337.4,28150.9,54350.2,59454.6,26842.6,47336.3,49897.3,33441.8,35291.8,NA,57905.8,45779.7,32703.9
"UCHL1",52096400,71481800,28554600,27487100,57711700,14668900,13144400,21442100,25678400,14947600,23343500,30688400,44653600,14935000,25225300,25543100,24070700,31958000,32028400,42406600,15378100,11201800,44937600,20530200,66681600,29174100,13441400,31208100,20202200,15698200,39334600,16197500,43701700,63340100,17659300
"UCHL3",333030,565259,135933,74608.1,436890,38050.2,30278.3,39777.6,41668.3,NA,62316.3,76614.5,638727,46509.6,137302,54635.4,58612.5,126770,59396.5,181486,45363.9,52215.8,74310.9,34298.2,599089,199000,42084.4,333123,71128.4,34978,462795,52249.8,433820,426906,49766.8
"UCHL5",252184,471368,407209,635873,352147,398189,459771,392957,458623,545717,402703,509391,375806,503919,430471,466645,376772,432118,407073,395245,462499,335504,361933,703092,441965,468990,507597,461440,230415,403480,460233,481523,429318,321860,503152
"UCK1",NA,NA,22931.3,29876.6,NA,39129.6,13949.9,27152.3,27115.9,NA,NA,18048.1,NA,NA,28472.3,12548.3,NA,20264.7,23220,NA,23153.6,NA,19948.4,22630.2,NA,25378,NA,NA,46359.3,15038.3,NA,13767.1,13708.3,23990,21268.9
"UCK2",NA,NA,17710.7,NA,NA,15538.5,8480.97,14012.3,8386.48,14637.9,12937,15599.8,8049.65,13494.9,17641.2,15359,11132.4,14279.5,11568.9,14711.6,18610,15224.6,15269.1,14022.4,15108.2,NA,13999.9,NA,19904.5,16837.3,NA,14183.1,12463.3,17167.8,14693.1
"UCKL1",9100.4,16604.5,17369.9,12830.5,NA,14218,11799.9,16672.4,15363.5,14560,14158.6,17132.3,13057.2,21591.5,15037.4,15958.9,14736,10914.7,14226.7,12114.7,18104.9,10521.8,15748.4,8835.22,9942.47,NA,18683.7,11758.2,10533.3,10389.2,19432.9,20479.8,10203.2,11673.6,14392.4
"UEVLD",39121.6,49026.8,48369.6,38472.1,41465.4,41214.7,36003.9,66857.3,38930.3,53085.5,42046,44092,75382.9,37560.6,189276,47870.5,44161,100677,58889.5,70485.3,43196.7,121401,66701,30374.9,86165.9,NA,33815.9,NA,71301.2,30178.8,38608.9,42967.9,81155.2,129380,106856
"UFC1",79504,NA,320876,591894,NA,414286,373838,447918,530750,418305,453777,517567,169191,383295,985069,384852,402240,479764,568875,344810,398618,1221180,546196,625030,508634,661972,640128,NA,754510,380494,78867.6,406816,326089,1266220,479763
"UFD1",1260380,1190370,751345,851994,850700,746371,939798,804568,898652,935531,858158,825422,750557,800547,889077,764826,802888,700121,814461,765972,834144,838181,678941,791485,812710,958523,1079080,1028070,1286970,1045850,1001940,735686,708114,1109640,754872
"UFL1",149929,228619,268947,279699,243154,234674,240264,300639,274306,276305,240125,338212,321670,249954,483495,289026,197075,415640,285896,281685,301133,498896,232963,318779,355367,511504,225539,260595,281112,203473,255954,296029,422991,382535,333515
"UFM1",346701,147412,411393,316712,256698,286665,369067,543086,427625,262869,294494,405788,553265,480802,568358,504710,374600,508573,483777,623618,390106,215758,639854,529246,503213,372768,NA,98446.1,658704,373895,438478,422762,281484,1639100,558509
"UFSP2",28753.6,50877.4,65036.1,41432.9,46575.7,43293.1,30640.8,62622,48840.7,42026.7,52903.8,69221.2,64622.5,36219.2,110714,44901.7,52998.8,81661.6,64853.8,63469.8,55058,84948.1,60987.5,33058.9,53973,56041.9,68074.7,30280.3,50663.9,44780.3,33571.3,62558.8,84022.4,74705,63824.1
"UGCG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UGDH",37920.4,52533,22222.3,27615.1,43037.4,34777.4,39202.3,40043.2,50561.1,63963.1,58890.8,34663.1,51117.4,50366.1,104348,55748.8,24847.4,29534.9,37032.6,42718.2,28838.8,54457.9,35432.9,28181.2,52357.2,31451,32022.1,35783.9,227103,57037.2,33497.7,46010,28768.7,143803,75797.6
"UGGT1",716811,523740,543195,446776,556669,488036,483536,584836,489163,509830,513572,452280,531387,567354,629521,513472,496930,576513,638272,558223,568634,776072,457846,313124,414863,457020,692572,673124,612462,534271,814324,718043,577118,575229,531730
"UGP2",7287800,10148000,9069830,8017830,9721830,7713400,8504440,10125000,8744590,10013200,8953200,7717500,9498490,7970550,16282000,8474620,9114880,9228940,8179390,9863410,9129610,14141500,8710720,5023110,9524410,9401460,9176850,9710330,12448200,8367820,9016280,9809140,9313470,9752290,10298400
"UGT1A6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UGT8",NA,116714,112787,101600,17973.2,35780.6,29098.4,177747,28865.1,135918,74238.5,151799,185289,42210.3,380164,23911.6,NA,420340,102690,179306,38472.6,106214,66757.5,NA,179258,201214,NA,NA,657045,55251,NA,87516.9,401193,137861,79359.6
"ULBP2",17158.8,NA,NA,NA,NA,NA,NA,NA,NA,4673.95,NA,2988.94,NA,5875.51,NA,6598.85,NA,NA,5143.72,NA,NA,NA,2389.07,5019.78,NA,NA,4035.98,NA,4918.48,4984.81,5616.18,8328.4,NA,3926.97,NA
"ULK1",51648.6,51912.9,68862.4,35343.6,NA,83386.3,88949.4,57517.6,110166,84720.9,NA,92356.2,51818.4,70002.9,NA,106924,46124.9,NA,82442.9,45285.4,115326,55753,120547,72927.3,NA,NA,49313.4,NA,NA,NA,57385.8,65124.3,NA,NA,81617.9
"ULK2",NA,NA,5858.34,NA,NA,2918.76,7104.62,NA,17474.1,15760.7,NA,8655.51,2010.6,15973.9,11941,8699.12,NA,NA,6869.6,3927.32,25020.5,NA,9526.93,NA,NA,NA,NA,NA,NA,15534.5,NA,7971.61,NA,4079.67,17592.7
"ULK3",52904.4,78610.9,91061.1,83505.2,57211.7,72222.4,108913,79295.6,137693,149101,104164,134812,62872,105128,109920,113996,60410.4,85149.5,85740.6,70103.4,207528,81183.5,115561,126843,75371.3,68654.1,97790.4,50867.2,62735.3,99318.6,49671.5,98383.4,86806.9,55846.6,130622
"UMPS",94654.4,241323,152060,154768,144261,122920,183112,131737,178358,167648,140301,163627,165386,162782,260790,186128,146069,137351,113292,132969,144332,200735,152880,151474,187581,142637,153317,156025,168418,150456,104159,193835,134311,235673,153334
"UNC119",29332.7,57514.6,49711.3,57584.3,41442.5,43995.6,49608.4,35317.5,55029.8,43202.5,46299.8,49410.4,38509.6,50428.2,48336.5,54228.3,32185.1,NA,52491.3,36887.1,59925.8,57534,30666.7,59136.9,49785.7,NA,52515,61253.2,17053.2,56911.9,55265.3,56837.3,30784.1,39352.4,41421.7
"UNC119B",64770.8,104212,75337,86396.1,62204.6,93125.3,92092.7,69826.5,60261.8,67204.7,94284.4,77758.8,101186,75569.7,123892,84211,57178,47348.1,77076.6,47253.1,65128.8,126103,73617.7,95566.9,100064,42656.9,79090.6,95448.8,69221.8,85356.4,70657.1,71375.5,45345.9,167972,97605.8
"UNC13A",162288,101119,218276,95208.2,281772,278278,225055,227163,270027,182714,124606,142219,178792,327562,48082.1,282473,213162,84382,182469,217350,338350,116380,228704,226253,121799,NA,162799,269855,33349.2,244516,319635,338576,81687.8,59153.2,280366
"UNC13B",210982,NA,NA,NA,NA,NA,NA,77186.3,NA,192672,NA,105744,173164,58220.6,94209.5,NA,NA,243763,76509.6,227966,NA,NA,161414,NA,242994,NA,NA,278956,NA,NA,NA,NA,239011,173396,NA
"UNC13C",7254.16,NA,NA,NA,11246.5,14762,11405.4,7190.97,17175.7,NA,NA,NA,NA,22235.6,NA,22533.6,9328.44,NA,NA,6636.37,9101.69,NA,13229,9891.45,7198.48,NA,9860.7,NA,NA,7140.59,21355.4,13431.4,NA,NA,20195.3
"UNC13D",NA,NA,NA,NA,NA,NA,NA,433948,NA,NA,NA,NA,NA,368030,NA,NA,NA,NA,NA,NA,787953,NA,NA,NA,NA,NA,NA,102663,NA,NA,NA,227596,NA,NA,NA
"UNC45A",NA,29042.8,39632.8,36255.8,16433.9,38490.6,34126.7,52728.4,42409.1,41576.5,39760.3,44088.9,46192.1,41474.1,102123,47206.6,28254.1,43342.1,48332.8,50620.8,39428.9,106359,45010.3,40219.7,41646.6,36869.1,51553.3,25920.8,22991.2,31230.6,25711.7,32899.5,44260.3,58845.7,49826
"UNC5A",50020.6,27493.1,38022,30339.5,41996,47789.5,42995.3,35819.2,37617.8,37806.3,35999.8,32788.3,26357.1,42305,NA,27827.9,33228.1,17177.6,21966.9,32944.2,23904.9,NA,25461.9,21465.4,20215.4,NA,39260.5,38771.9,9940.82,34175.6,37149.4,38245.9,17048.5,NA,33882.9
"UNC5B",NA,26810.8,11920.6,12478.5,NA,NA,NA,NA,NA,NA,11679.3,17784.7,14570.2,NA,30785.4,NA,NA,NA,8867.44,11322,NA,NA,13507.5,NA,17165.1,NA,NA,NA,NA,NA,NA,NA,27343.2,9734.08,NA
"UNC5C",14963.9,29152.5,17548.1,15734.2,8987.27,13864,21007.6,20397.1,12888.8,22785.8,17830.1,22521,16019.5,16503.4,30412.6,13612.1,NA,23498.9,8844.01,23542.7,10564.8,NA,12908.3,NA,21321.1,15919.8,13424.7,NA,31362.5,12960.6,16089.2,15785.5,29326.4,13711.9,13161.1
"UNC93B1",NA,NA,6945.39,NA,NA,9198.98,NA,12370.5,9249.35,NA,13164.8,8527.9,13854.8,6911.57,15546.1,11448.5,NA,NA,16169.2,8407.46,NA,20635.9,7167.14,NA,NA,NA,NA,NA,7583.1,10590.7,NA,NA,NA,22922.2,6935.39
"UNG",NA,58090.2,57448.8,104735,28176.4,71058.9,86878.1,35967.6,72045.7,56647.3,85073.7,42971.8,64386.9,35427.3,71749.9,59406.1,88400.7,47457.4,55859.9,38648.9,70137.6,110924,68164.4,64365.4,76221.5,61743.1,62084.1,NA,48308.4,54545.8,32498.2,37933.8,40654.6,63278.5,50696.5
"UNK",158364,156365,181964,227841,138925,159186,210123,197315,145515,175035,138556,190648,102923,200396,151413,187839,105891,144037,119347,182487,171803,100905,171084,273778,97905.4,136002,109512,144431,97232.5,174778,177416,121436,114943,63227.6,184785
"UPF1",283314,218364,217254,123919,301917,276789,205234,253322,248636,175399,151168,173335,251442,251538,208251,256655,267270,193817,216093,240087,230247,248295,274869,143983,238276,142823,171291,217473,154269,228824,283748,249495,203023,170585,241013
"UPF2",147497,138297,97212,80088.4,120002,121933,80974.7,113935,136264,103706,97442.5,100106,128282,92220.8,121710,140728,120419,104684,110117,124458,88430.1,82165.3,166686,73939.4,149968,80186.5,NA,80357,61289.6,113895,86070.6,104011,87330,80024.6,104599
"UPF3B",75586.5,58954.1,37622.6,41109.1,48142.9,38244.3,15969.1,37793.4,47452.3,35976.1,21751.7,26983.6,37659.1,28791.8,34248.7,45998.4,50218.5,NA,33883.3,31318.8,43739.7,28789.5,47673,57837.8,41916,NA,NA,NA,19779.8,35755.6,21572.5,28424.3,25621.9,12181.6,28506
"UPP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32974.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UPRT",17903.7,17612.2,18202.1,20344.6,21626.2,17017.2,21335.6,15920.7,20788.5,24863.6,17562.7,15532.1,22080,17998.9,13041.8,20863.2,17916.8,15310.3,15199.2,17842.1,21523.6,11998,16106.9,31297.3,18458.9,NA,24450.7,18071.9,21147.5,18271.5,16349.8,24100.7,17170.8,15985.9,19103.1
"UQCC1",107621,94728.4,177343,135970,68306.9,219117,170639,148777,149055,204925,162593,162013,97136.6,227620,108473,170247,307723,149026,203333,172691,114459,165249,264108,111042,171263,97792,173250,63151.8,121834,171655,94822,173724,140647,127557,169380
"UQCC2",NA,NA,208570,311786,NA,222609,311053,194265,297093,251681,287923,257487,11768.1,272921,160512,293190,353701,166292,247479,164674,184364,284877,319773,343772,205401,207310,233948,NA,194520,226032,NA,255928,131591,153358,209621
"UQCC6",NA,NA,NA,99201.1,NA,NA,97744.8,NA,NA,97127,89937.8,80259.5,NA,76665.4,NA,98093.1,NA,NA,92545.5,NA,99197,NA,58471.4,122719,NA,NA,116548,NA,109500,NA,NA,44594.9,NA,NA,NA
"UQCR10",989854,453574,3856260,5031430,414145,2810250,4610300,3023160,2944400,2671470,6732090,5293320,448408,2603570,1681370,4134900,2142170,3113800,2744580,2790600,4004580,1626860,4455230,3342890,1171290,4365450,3324800,328542,4249850,3030080,462816,3678600,2237390,3110240,2292320
"UQCR11",169006,NA,159903,281660,NA,148980,197593,326952,318690,110081,252597,234650,81759.5,180413,194301,370463,354942,308316,266649,447031,263815,96867.1,589371,397608,185764,94755.1,NA,25606.1,161566,120326,82040.3,340039,290764,496667,306223
"UQCRB",843155,55085,4164560,9263600,70351.5,3390700,6863870,5250940,5906360,4041860,7893480,5339280,752400,3772390,2521450,6318110,3380130,3431000,4971770,2892490,6199790,3604570,5708260,9523320,2158210,5072560,6707020,58228.6,6391490,3563200,479947,4991380,1573420,4014920,3562530
"UQCRC1",4864070,5047500,5740940,8664540,6142520,3831270,6833900,5206550,5741100,4227120,8910000,6885360,4123880,4134630,3055030,6927350,3490560,5300440,5402710,5266950,4438390,3995210,6607850,6757240,4022950,5715060,3759750,4784120,6523840,3784660,3699390,4877490,4692350,4613470,3765190
"UQCRC2",10132000,8511410,10797000,10677800,10356500,6940320,11258900,9440750,9362040,6144740,14083000,11138500,7442010,7300730,5030010,10055300,5990930,8137330,9545280,9270630,8425730,6244690,11166600,9261720,6095410,7982860,9668770,9530400,9837490,7051150,6993620,7987480,7891300,7516140,5733650
"UQCRFS1",13504800,4858930,5380120,4582260,7755350,3807920,5994220,4901490,4406040,3700970,6518010,4671730,5077410,3734230,2580870,5033580,3914500,4617770,4322000,4879570,4125820,3148780,5850060,4656830,3803160,4070680,6469100,7186540,4541690,4020170,5150040,4265890,4709140,3780290,3348570
"UQCRFS1P1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UQCRH",198636,NA,53457.4,84580,40940.2,NA,47023,27369.9,49326,25382.1,79395.8,128472,NA,40500.7,64613.7,49275.9,NA,99791.6,35442.8,61518.4,54554.9,NA,91140.3,48386.5,143568,560023,49688.5,NA,60129.4,NA,NA,NA,65977.3,550823,39542.6
"UQCRQ",552937,105550,3314810,4214470,174732,2142840,3304430,2568020,2822750,1778390,4310230,3118510,470056,2028860,1674330,2886250,2022260,2590020,2554420,3260010,2134090,1873270,3260400,4095240,2153770,3153640,1746570,144407,3189710,2249700,231022,2120270,2497760,2543080,1828550
"URB1",NA,NA,NA,NA,NA,NA,NA,NA,16771.7,NA,NA,NA,NA,NA,13942.3,NA,NA,28880.2,NA,NA,NA,NA,28911.6,NA,NA,NA,NA,NA,NA,NA,NA,19415.6,27418.4,NA,24883.8
"URI1",27226.6,37886,11051,22481.8,14462.3,18791,15045,14302.2,10604.4,7544.36,12297.7,16004.9,15265.2,13179.2,12718.2,11698.3,13238.2,12265.6,13506.1,15450.4,NA,8785.01,15956,10438.3,13509.5,NA,NA,18553.5,11889.3,14163.6,15855,NA,13169.8,11369.9,8645.04
"URM1",16846.2,NA,13641.6,NA,13418.8,NA,NA,NA,NA,NA,5599.81,NA,18423.2,NA,4942.22,NA,NA,NA,NA,NA,NA,NA,8392.73,NA,11314,NA,NA,9346.59,NA,NA,15675,NA,13855.7,3996.17,6461.04
"UROD",257582,94450.4,245253,361771,177117,298921,288923,208754,260967,239048,309436,264325,214943,294148,381462,247074,277868,245242,203596,214463,194388,413919,259776,407106,254588,234672,154074,163846,465280,307597,235985,249428,228040,357813,199959
"UROS",49220.1,80788.3,120729,164872,99128.2,81167.9,84611.4,63862.2,110909,98890.4,103583,126697,108136,87334.3,132236,104340,113155,116802,107605,84414.2,78032.1,97700.3,121904,165633,184573,129875,122020,42442.9,103356,86308.3,108576,110642,125383,103691,91878.3
"USE1",43141.7,15427.6,79412.5,120481,NA,79283,83792.2,79741.6,72503.8,98177.4,67974.9,83451.3,45859,67532.7,89991.1,78188.9,67668.5,68572.1,81809.1,73179.2,97488.8,121118,74964.7,81364.8,66260.4,80807.4,97211.3,NA,68634.7,65923.7,33533.5,67900.9,73436.7,75042.1,74074
"USO1",606041,605347,745635,935110,638245,725754,785934,742450,774371,754302,832335,837671,725198,690233,842663,719229,749638,728311,786780,733923,673106,814554,725591,884195,656019,903623,810877,606036,696278,615858,675056,764932,746878,673789,734636
"USP10",150059,181157,140921,122362,178758,165669,113628,139241,158363,148421,108721,134391,168751,145269,124136,136711,167878,141806,117824,146604,181113,127200,145515,101457,126099,110338,112878,155214,93497.5,132680,168570,156079,145343,98733.7,149268
"USP11",208925,360031,269361,319823,347584,319404,311214,330590,414464,282280,251510,313394,225009,384780,168540,354729,300770,194749,240190,301500,296137,161489,281766,425675,249755,180776,277360,384874,47384.2,265455,235595,398231,200048,128796,275063
"USP12",59703.7,36645.4,33966.2,42574.6,27258.2,36573.2,70262.5,27968.3,29769.2,55297.4,35398.6,38489.8,NA,65268.3,25269.8,55131.2,40053.8,37640.6,31365.3,28112.2,54961.6,NA,30583.4,26176.7,27584.1,NA,63945,84720,52651.7,68451.8,71728,86028.9,25779.8,33531.3,42596.4
"USP13",12197.1,41072.4,40829.2,19597.3,17169.3,94382.3,32783,44882.1,15795.1,NA,38379.6,46096.7,15088.6,23760.6,23844.2,57882.6,NA,21300.9,20830.5,51073.6,68646.8,NA,65952.1,NA,NA,NA,15525.6,9720.62,54230.9,NA,23117.9,17269.9,24211.8,NA,19907.4
"USP14",2072720,3821480,2336470,3312860,2594850,2298630,2632580,2526520,2847850,2769240,2582900,2661420,1945670,2390690,2881440,2560480,2782040,2474430,2540670,2220930,2605670,2479780,2199550,3308800,2517780,3299680,2748620,3357870,2766070,2901380,2675930,2858450,2515660,2390380,2362210
"USP15",103650,227578,202925,197976,184739,203426,201722,229185,259358,256963,172690,224863,156808,272406,274029,234079,197183,185733,202161,215772,243828,190077,218179,216756,187568,155071,156305,388706,176818,271759,230005,281231,198472,199359,240342
